Solvent,Temperature_K,Density_g/cm^3,Source
Water,334.35,0.98257,"NIST Chemistry WebBook, SRD 69"
Water,334.45,0.98252,"NIST Chemistry WebBook, SRD 69"
Water,334.55,0.98247,"NIST Chemistry WebBook, SRD 69"
Water,334.65,0.98242,"NIST Chemistry WebBook, SRD 69"
Water,334.75,0.98237,"NIST Chemistry WebBook, SRD 69"
Water,334.85,0.98231,"NIST Chemistry WebBook, SRD 69"
Water,334.95,0.98226,"NIST Chemistry WebBook, SRD 69"
Water,335.05,0.98221,"NIST Chemistry WebBook, SRD 69"
Water,335.15,0.98216,"NIST Chemistry WebBook, SRD 69"
Water,335.25,0.9821,"NIST Chemistry WebBook, SRD 69"
Water,335.35,0.98205,"NIST Chemistry WebBook, SRD 69"
Water,335.45,0.982,"NIST Chemistry WebBook, SRD 69"
Water,335.55,0.98194,"NIST Chemistry WebBook, SRD 69"
Water,335.65,0.98189,"NIST Chemistry WebBook, SRD 69"
Water,335.75,0.98184,"NIST Chemistry WebBook, SRD 69"
Water,335.85,0.98179,"NIST Chemistry WebBook, SRD 69"
Water,335.95,0.98173,"NIST Chemistry WebBook, SRD 69"
Water,336.05,0.98168,"NIST Chemistry WebBook, SRD 69"
Water,336.15,0.98163,"NIST Chemistry WebBook, SRD 69"
Water,336.25,0.98157,"NIST Chemistry WebBook, SRD 69"
Water,336.35,0.98152,"NIST Chemistry WebBook, SRD 69"
Water,336.45,0.98147,"NIST Chemistry WebBook, SRD 69"
Water,336.55,0.98141,"NIST Chemistry WebBook, SRD 69"
Water,336.65,0.98136,"NIST Chemistry WebBook, SRD 69"
Water,336.75,0.98131,"NIST Chemistry WebBook, SRD 69"
Water,336.85,0.98125,"NIST Chemistry WebBook, SRD 69"
Water,336.95,0.9812,"NIST Chemistry WebBook, SRD 69"
Water,337.05,0.98115,"NIST Chemistry WebBook, SRD 69"
Water,337.15,0.98109,"NIST Chemistry WebBook, SRD 69"
Water,337.25,0.98104,"NIST Chemistry WebBook, SRD 69"
Water,337.35,0.98098,"NIST Chemistry WebBook, SRD 69"
Water,337.45,0.98093,"NIST Chemistry WebBook, SRD 69"
Water,337.55,0.98088,"NIST Chemistry WebBook, SRD 69"
Water,337.65,0.98082,"NIST Chemistry WebBook, SRD 69"
Water,337.75,0.98077,"NIST Chemistry WebBook, SRD 69"
Water,337.85,0.98071,"NIST Chemistry WebBook, SRD 69"
Water,337.95,0.98066,"NIST Chemistry WebBook, SRD 69"
Water,338.05,0.98061,"NIST Chemistry WebBook, SRD 69"
Water,338.15,0.98055,"NIST Chemistry WebBook, SRD 69"
Water,338.25,0.9805,"NIST Chemistry WebBook, SRD 69"
Water,338.35,0.98044,"NIST Chemistry WebBook, SRD 69"
Water,338.45,0.98039,"NIST Chemistry WebBook, SRD 69"
Water,338.55,0.98033,"NIST Chemistry WebBook, SRD 69"
Water,338.65,0.98028,"NIST Chemistry WebBook, SRD 69"
Water,338.75,0.98022,"NIST Chemistry WebBook, SRD 69"
Water,338.85,0.98017,"NIST Chemistry WebBook, SRD 69"
Water,338.95,0.98011,"NIST Chemistry WebBook, SRD 69"
Water,339.05,0.98006,"NIST Chemistry WebBook, SRD 69"
Water,339.15,0.98,"NIST Chemistry WebBook, SRD 69"
Water,339.25,0.97995,"NIST Chemistry WebBook, SRD 69"
Water,339.35,0.97989,"NIST Chemistry WebBook, SRD 69"
Water,339.45,0.97984,"NIST Chemistry WebBook, SRD 69"
Water,339.55,0.97978,"NIST Chemistry WebBook, SRD 69"
Water,339.65,0.97973,"NIST Chemistry WebBook, SRD 69"
Water,339.75,0.97967,"NIST Chemistry WebBook, SRD 69"
Water,339.85,0.97962,"NIST Chemistry WebBook, SRD 69"
Water,339.95,0.97956,"NIST Chemistry WebBook, SRD 69"
Water,340.05,0.97951,"NIST Chemistry WebBook, SRD 69"
Water,340.15,0.97945,"NIST Chemistry WebBook, SRD 69"
Water,340.25,0.9794,"NIST Chemistry WebBook, SRD 69"
Water,340.35,0.97934,"NIST Chemistry WebBook, SRD 69"
Water,340.45,0.97929,"NIST Chemistry WebBook, SRD 69"
Water,340.55,0.97923,"NIST Chemistry WebBook, SRD 69"
Water,340.65,0.97918,"NIST Chemistry WebBook, SRD 69"
Water,340.75,0.97912,"NIST Chemistry WebBook, SRD 69"
Water,340.85,0.97906,"NIST Chemistry WebBook, SRD 69"
Water,340.95,0.97901,"NIST Chemistry WebBook, SRD 69"
Water,341.05,0.97895,"NIST Chemistry WebBook, SRD 69"
Water,341.15,0.9789,"NIST Chemistry WebBook, SRD 69"
Water,341.25,0.97884,"NIST Chemistry WebBook, SRD 69"
Water,341.35,0.97878,"NIST Chemistry WebBook, SRD 69"
Water,341.45,0.97873,"NIST Chemistry WebBook, SRD 69"
Water,341.55,0.97867,"NIST Chemistry WebBook, SRD 69"
Water,341.65,0.97861,"NIST Chemistry WebBook, SRD 69"
Water,341.75,0.97856,"NIST Chemistry WebBook, SRD 69"
Water,341.85,0.9785,"NIST Chemistry WebBook, SRD 69"
Water,341.95,0.97845,"NIST Chemistry WebBook, SRD 69"
Water,342.05,0.97839,"NIST Chemistry WebBook, SRD 69"
Water,342.15,0.97833,"NIST Chemistry WebBook, SRD 69"
Water,342.25,0.97828,"NIST Chemistry WebBook, SRD 69"
Water,342.35,0.97822,"NIST Chemistry WebBook, SRD 69"
Water,342.45,0.97816,"NIST Chemistry WebBook, SRD 69"
Water,342.55,0.97811,"NIST Chemistry WebBook, SRD 69"
Water,342.65,0.97805,"NIST Chemistry WebBook, SRD 69"
Water,342.75,0.97799,"NIST Chemistry WebBook, SRD 69"
Water,342.85,0.97794,"NIST Chemistry WebBook, SRD 69"
Water,342.95,0.97788,"NIST Chemistry WebBook, SRD 69"
Water,343.05,0.97782,"NIST Chemistry WebBook, SRD 69"
Water,343.15,0.97776,"NIST Chemistry WebBook, SRD 69"
Water,343.25,0.97771,"NIST Chemistry WebBook, SRD 69"
Water,343.35,0.97765,"NIST Chemistry WebBook, SRD 69"
Water,343.45,0.97759,"NIST Chemistry WebBook, SRD 69"
Water,343.55,0.97754,"NIST Chemistry WebBook, SRD 69"
Water,343.65,0.97748,"NIST Chemistry WebBook, SRD 69"
Water,343.75,0.97742,"NIST Chemistry WebBook, SRD 69"
Water,343.85,0.97736,"NIST Chemistry WebBook, SRD 69"
Water,343.95,0.97731,"NIST Chemistry WebBook, SRD 69"
Water,344.05,0.97725,"NIST Chemistry WebBook, SRD 69"
Water,344.15,0.97719,"NIST Chemistry WebBook, SRD 69"
Water,344.25,0.97713,"NIST Chemistry WebBook, SRD 69"
Water,344.35,0.97708,"NIST Chemistry WebBook, SRD 69"
Water,344.45,0.97702,"NIST Chemistry WebBook, SRD 69"
Water,344.55,0.97696,"NIST Chemistry WebBook, SRD 69"
Water,344.65,0.9769,"NIST Chemistry WebBook, SRD 69"
Water,344.75,0.97684,"NIST Chemistry WebBook, SRD 69"
Water,344.85,0.97679,"NIST Chemistry WebBook, SRD 69"
Water,344.95,0.97673,"NIST Chemistry WebBook, SRD 69"
Water,345.05,0.97667,"NIST Chemistry WebBook, SRD 69"
Water,345.15,0.97661,"NIST Chemistry WebBook, SRD 69"
Water,345.25,0.97655,"NIST Chemistry WebBook, SRD 69"
Water,345.35,0.9765,"NIST Chemistry WebBook, SRD 69"
Water,345.45,0.97644,"NIST Chemistry WebBook, SRD 69"
Water,345.55,0.97638,"NIST Chemistry WebBook, SRD 69"
Water,345.65,0.97632,"NIST Chemistry WebBook, SRD 69"
Water,345.75,0.97626,"NIST Chemistry WebBook, SRD 69"
Water,345.85,0.9762,"NIST Chemistry WebBook, SRD 69"
Water,345.95,0.97614,"NIST Chemistry WebBook, SRD 69"
Water,346.05,0.97609,"NIST Chemistry WebBook, SRD 69"
Water,346.15,0.97603,"NIST Chemistry WebBook, SRD 69"
Water,346.25,0.97597,"NIST Chemistry WebBook, SRD 69"
Water,346.35,0.97591,"NIST Chemistry WebBook, SRD 69"
Water,346.45,0.97585,"NIST Chemistry WebBook, SRD 69"
Water,346.55,0.97579,"NIST Chemistry WebBook, SRD 69"
Water,346.65,0.97573,"NIST Chemistry WebBook, SRD 69"
Water,346.75,0.97567,"NIST Chemistry WebBook, SRD 69"
Water,346.85,0.97562,"NIST Chemistry WebBook, SRD 69"
Water,346.95,0.97556,"NIST Chemistry WebBook, SRD 69"
Water,347.05,0.9755,"NIST Chemistry WebBook, SRD 69"
Water,347.15,0.97544,"NIST Chemistry WebBook, SRD 69"
Water,347.25,0.97538,"NIST Chemistry WebBook, SRD 69"
Water,347.35,0.97532,"NIST Chemistry WebBook, SRD 69"
Water,347.45,0.97526,"NIST Chemistry WebBook, SRD 69"
Water,347.55,0.9752,"NIST Chemistry WebBook, SRD 69"
Water,347.65,0.97514,"NIST Chemistry WebBook, SRD 69"
Water,347.75,0.97508,"NIST Chemistry WebBook, SRD 69"
Water,347.85,0.97502,"NIST Chemistry WebBook, SRD 69"
Water,347.95,0.97496,"NIST Chemistry WebBook, SRD 69"
Water,348.05,0.9749,"NIST Chemistry WebBook, SRD 69"
Water,348.15,0.97484,"NIST Chemistry WebBook, SRD 69"
Water,348.25,0.97478,"NIST Chemistry WebBook, SRD 69"
Water,348.35,0.97472,"NIST Chemistry WebBook, SRD 69"
Water,348.45,0.97466,"NIST Chemistry WebBook, SRD 69"
Water,348.55,0.9746,"NIST Chemistry WebBook, SRD 69"
Water,348.65,0.97454,"NIST Chemistry WebBook, SRD 69"
Water,348.75,0.97448,"NIST Chemistry WebBook, SRD 69"
Water,348.85,0.97442,"NIST Chemistry WebBook, SRD 69"
Water,348.95,0.97436,"NIST Chemistry WebBook, SRD 69"
Water,349.05,0.9743,"NIST Chemistry WebBook, SRD 69"
Water,349.15,0.97424,"NIST Chemistry WebBook, SRD 69"
Water,349.25,0.97418,"NIST Chemistry WebBook, SRD 69"
Water,349.35,0.97412,"NIST Chemistry WebBook, SRD 69"
Water,349.45,0.97406,"NIST Chemistry WebBook, SRD 69"
Water,349.55,0.974,"NIST Chemistry WebBook, SRD 69"
Water,349.65,0.97394,"NIST Chemistry WebBook, SRD 69"
Water,349.75,0.97388,"NIST Chemistry WebBook, SRD 69"
Water,349.85,0.97382,"NIST Chemistry WebBook, SRD 69"
Water,349.95,0.97376,"NIST Chemistry WebBook, SRD 69"
Water,350.05,0.9737,"NIST Chemistry WebBook, SRD 69"
Water,350.15,0.97364,"NIST Chemistry WebBook, SRD 69"
Water,350.25,0.97358,"NIST Chemistry WebBook, SRD 69"
Water,350.35,0.97352,"NIST Chemistry WebBook, SRD 69"
Water,350.45,0.97345,"NIST Chemistry WebBook, SRD 69"
Water,350.55,0.97339,"NIST Chemistry WebBook, SRD 69"
Water,350.65,0.97333,"NIST Chemistry WebBook, SRD 69"
Water,350.75,0.97327,"NIST Chemistry WebBook, SRD 69"
Water,350.85,0.97321,"NIST Chemistry WebBook, SRD 69"
Water,350.95,0.97315,"NIST Chemistry WebBook, SRD 69"
Water,351.05,0.97309,"NIST Chemistry WebBook, SRD 69"
Water,351.15,0.97303,"NIST Chemistry WebBook, SRD 69"
Water,351.25,0.97297,"NIST Chemistry WebBook, SRD 69"
Water,351.35,0.9729,"NIST Chemistry WebBook, SRD 69"
Water,351.45,0.97284,"NIST Chemistry WebBook, SRD 69"
Water,351.55,0.97278,"NIST Chemistry WebBook, SRD 69"
Water,351.65,0.97272,"NIST Chemistry WebBook, SRD 69"
Water,351.75,0.97266,"NIST Chemistry WebBook, SRD 69"
Water,351.85,0.9726,"NIST Chemistry WebBook, SRD 69"
Water,351.95,0.97253,"NIST Chemistry WebBook, SRD 69"
Water,352.05,0.97247,"NIST Chemistry WebBook, SRD 69"
Water,352.15,0.97241,"NIST Chemistry WebBook, SRD 69"
Water,352.25,0.97235,"NIST Chemistry WebBook, SRD 69"
Water,352.35,0.97229,"NIST Chemistry WebBook, SRD 69"
Water,352.45,0.97223,"NIST Chemistry WebBook, SRD 69"
Water,352.55,0.97216,"NIST Chemistry WebBook, SRD 69"
Water,352.65,0.9721,"NIST Chemistry WebBook, SRD 69"
Water,352.75,0.97204,"NIST Chemistry WebBook, SRD 69"
Water,352.85,0.97198,"NIST Chemistry WebBook, SRD 69"
Water,352.95,0.97191,"NIST Chemistry WebBook, SRD 69"
Water,353.05,0.97185,"NIST Chemistry WebBook, SRD 69"
Water,353.15,0.97179,"NIST Chemistry WebBook, SRD 69"
Water,353.25,0.97173,"NIST Chemistry WebBook, SRD 69"
Water,353.35,0.97167,"NIST Chemistry WebBook, SRD 69"
Water,353.45,0.9716,"NIST Chemistry WebBook, SRD 69"
Water,353.55,0.97154,"NIST Chemistry WebBook, SRD 69"
Water,353.65,0.97148,"NIST Chemistry WebBook, SRD 69"
Water,353.75,0.97142,"NIST Chemistry WebBook, SRD 69"
Water,353.85,0.97135,"NIST Chemistry WebBook, SRD 69"
Water,353.95,0.97129,"NIST Chemistry WebBook, SRD 69"
Water,354.05,0.97123,"NIST Chemistry WebBook, SRD 69"
Water,354.15,0.97116,"NIST Chemistry WebBook, SRD 69"
Water,354.25,0.9711,"NIST Chemistry WebBook, SRD 69"
Water,354.35,0.97104,"NIST Chemistry WebBook, SRD 69"
Water,354.45,0.97098,"NIST Chemistry WebBook, SRD 69"
Water,354.55,0.97091,"NIST Chemistry WebBook, SRD 69"
Water,354.65,0.97085,"NIST Chemistry WebBook, SRD 69"
Water,354.75,0.97079,"NIST Chemistry WebBook, SRD 69"
Water,354.85,0.97072,"NIST Chemistry WebBook, SRD 69"
Water,354.95,0.97066,"NIST Chemistry WebBook, SRD 69"
Water,355.05,0.9706,"NIST Chemistry WebBook, SRD 69"
Water,355.15,0.97053,"NIST Chemistry WebBook, SRD 69"
Water,355.25,0.97047,"NIST Chemistry WebBook, SRD 69"
Water,355.35,0.97041,"NIST Chemistry WebBook, SRD 69"
Water,355.45,0.97034,"NIST Chemistry WebBook, SRD 69"
Water,355.55,0.97028,"NIST Chemistry WebBook, SRD 69"
Water,355.65,0.97022,"NIST Chemistry WebBook, SRD 69"
Water,355.75,0.97015,"NIST Chemistry WebBook, SRD 69"
Water,355.85,0.97009,"NIST Chemistry WebBook, SRD 69"
Water,355.95,0.97003,"NIST Chemistry WebBook, SRD 69"
Water,356.05,0.96996,"NIST Chemistry WebBook, SRD 69"
Water,356.15,0.9699,"NIST Chemistry WebBook, SRD 69"
Water,356.25,0.96983,"NIST Chemistry WebBook, SRD 69"
Water,356.35,0.96977,"NIST Chemistry WebBook, SRD 69"
Water,356.45,0.96971,"NIST Chemistry WebBook, SRD 69"
Water,356.55,0.96964,"NIST Chemistry WebBook, SRD 69"
Water,356.65,0.96958,"NIST Chemistry WebBook, SRD 69"
Water,356.75,0.96951,"NIST Chemistry WebBook, SRD 69"
Water,356.85,0.96945,"NIST Chemistry WebBook, SRD 69"
Water,356.95,0.96939,"NIST Chemistry WebBook, SRD 69"
Water,357.05,0.96932,"NIST Chemistry WebBook, SRD 69"
Water,357.15,0.96926,"NIST Chemistry WebBook, SRD 69"
Water,357.25,0.96919,"NIST Chemistry WebBook, SRD 69"
Water,357.35,0.96913,"NIST Chemistry WebBook, SRD 69"
Water,357.45,0.96906,"NIST Chemistry WebBook, SRD 69"
Water,357.55,0.969,"NIST Chemistry WebBook, SRD 69"
Water,357.65,0.96893,"NIST Chemistry WebBook, SRD 69"
Water,357.75,0.96887,"NIST Chemistry WebBook, SRD 69"
Water,357.85,0.96881,"NIST Chemistry WebBook, SRD 69"
Water,357.95,0.96874,"NIST Chemistry WebBook, SRD 69"
Water,358.05,0.96868,"NIST Chemistry WebBook, SRD 69"
Water,358.15,0.96861,"NIST Chemistry WebBook, SRD 69"
Water,358.25,0.96855,"NIST Chemistry WebBook, SRD 69"
Water,358.35,0.96848,"NIST Chemistry WebBook, SRD 69"
Water,358.45,0.96842,"NIST Chemistry WebBook, SRD 69"
Water,358.55,0.96835,"NIST Chemistry WebBook, SRD 69"
Water,358.65,0.96829,"NIST Chemistry WebBook, SRD 69"
Water,358.75,0.96822,"NIST Chemistry WebBook, SRD 69"
Water,358.85,0.96816,"NIST Chemistry WebBook, SRD 69"
Water,358.95,0.96809,"NIST Chemistry WebBook, SRD 69"
Water,359.05,0.96803,"NIST Chemistry WebBook, SRD 69"
Water,359.15,0.96796,"NIST Chemistry WebBook, SRD 69"
Water,359.25,0.9679,"NIST Chemistry WebBook, SRD 69"
Water,359.35,0.96783,"NIST Chemistry WebBook, SRD 69"
Water,359.45,0.96776,"NIST Chemistry WebBook, SRD 69"
Water,359.55,0.9677,"NIST Chemistry WebBook, SRD 69"
Water,359.65,0.96763,"NIST Chemistry WebBook, SRD 69"
Water,359.75,0.96757,"NIST Chemistry WebBook, SRD 69"
Water,359.85,0.9675,"NIST Chemistry WebBook, SRD 69"
Water,359.95,0.96744,"NIST Chemistry WebBook, SRD 69"
Water,360.05,0.96737,"NIST Chemistry WebBook, SRD 69"
Water,360.15,0.96731,"NIST Chemistry WebBook, SRD 69"
Water,360.25,0.96724,"NIST Chemistry WebBook, SRD 69"
Water,360.35,0.96717,"NIST Chemistry WebBook, SRD 69"
Water,360.45,0.96711,"NIST Chemistry WebBook, SRD 69"
Water,360.55,0.96704,"NIST Chemistry WebBook, SRD 69"
Water,360.65,0.96698,"NIST Chemistry WebBook, SRD 69"
Water,360.75,0.96691,"NIST Chemistry WebBook, SRD 69"
Water,360.85,0.96684,"NIST Chemistry WebBook, SRD 69"
Water,360.95,0.96678,"NIST Chemistry WebBook, SRD 69"
Water,361.05,0.96671,"NIST Chemistry WebBook, SRD 69"
Water,361.15,0.96664,"NIST Chemistry WebBook, SRD 69"
Water,361.25,0.96658,"NIST Chemistry WebBook, SRD 69"
Water,361.35,0.96651,"NIST Chemistry WebBook, SRD 69"
Water,361.45,0.96645,"NIST Chemistry WebBook, SRD 69"
Water,361.55,0.96638,"NIST Chemistry WebBook, SRD 69"
Water,361.65,0.96631,"NIST Chemistry WebBook, SRD 69"
Water,361.75,0.96625,"NIST Chemistry WebBook, SRD 69"
Water,361.85,0.96618,"NIST Chemistry WebBook, SRD 69"
Water,361.95,0.96611,"NIST Chemistry WebBook, SRD 69"
Water,362.05,0.96605,"NIST Chemistry WebBook, SRD 69"
Water,362.15,0.96598,"NIST Chemistry WebBook, SRD 69"
Water,362.25,0.96591,"NIST Chemistry WebBook, SRD 69"
Water,362.35,0.96585,"NIST Chemistry WebBook, SRD 69"
Water,362.45,0.96578,"NIST Chemistry WebBook, SRD 69"
Water,362.55,0.96571,"NIST Chemistry WebBook, SRD 69"
Water,362.65,0.96565,"NIST Chemistry WebBook, SRD 69"
Water,362.75,0.96558,"NIST Chemistry WebBook, SRD 69"
Water,362.85,0.96551,"NIST Chemistry WebBook, SRD 69"
Water,362.95,0.96544,"NIST Chemistry WebBook, SRD 69"
Water,363.05,0.96538,"NIST Chemistry WebBook, SRD 69"
Water,363.15,0.96531,"NIST Chemistry WebBook, SRD 69"
Water,363.25,0.96524,"NIST Chemistry WebBook, SRD 69"
Water,363.35,0.96518,"NIST Chemistry WebBook, SRD 69"
Water,363.45,0.96511,"NIST Chemistry WebBook, SRD 69"
Water,363.55,0.96504,"NIST Chemistry WebBook, SRD 69"
Water,363.65,0.96497,"NIST Chemistry WebBook, SRD 69"
Water,363.75,0.96491,"NIST Chemistry WebBook, SRD 69"
Water,363.85,0.96484,"NIST Chemistry WebBook, SRD 69"
Water,363.95,0.96477,"NIST Chemistry WebBook, SRD 69"
Water,364.05,0.9647,"NIST Chemistry WebBook, SRD 69"
Water,364.15,0.96463,"NIST Chemistry WebBook, SRD 69"
Water,364.25,0.96457,"NIST Chemistry WebBook, SRD 69"
Water,364.35,0.9645,"NIST Chemistry WebBook, SRD 69"
Water,364.45,0.96443,"NIST Chemistry WebBook, SRD 69"
Water,364.55,0.96436,"NIST Chemistry WebBook, SRD 69"
Water,364.65,0.9643,"NIST Chemistry WebBook, SRD 69"
Water,364.75,0.96423,"NIST Chemistry WebBook, SRD 69"
Water,364.85,0.96416,"NIST Chemistry WebBook, SRD 69"
Water,364.95,0.96409,"NIST Chemistry WebBook, SRD 69"
Water,365.05,0.96402,"NIST Chemistry WebBook, SRD 69"
Water,365.15,0.96396,"NIST Chemistry WebBook, SRD 69"
Water,365.25,0.96389,"NIST Chemistry WebBook, SRD 69"
Water,365.35,0.96382,"NIST Chemistry WebBook, SRD 69"
Water,365.45,0.96375,"NIST Chemistry WebBook, SRD 69"
Water,365.55,0.96368,"NIST Chemistry WebBook, SRD 69"
Water,365.65,0.96361,"NIST Chemistry WebBook, SRD 69"
Water,365.75,0.96355,"NIST Chemistry WebBook, SRD 69"
Water,365.85,0.96348,"NIST Chemistry WebBook, SRD 69"
Water,365.95,0.96341,"NIST Chemistry WebBook, SRD 69"
Water,366.05,0.96334,"NIST Chemistry WebBook, SRD 69"
Water,366.15,0.96327,"NIST Chemistry WebBook, SRD 69"
Water,366.25,0.9632,"NIST Chemistry WebBook, SRD 69"
Water,366.35,0.96313,"NIST Chemistry WebBook, SRD 69"
Water,366.45,0.96306,"NIST Chemistry WebBook, SRD 69"
Water,366.55,0.963,"NIST Chemistry WebBook, SRD 69"
Water,366.65,0.96293,"NIST Chemistry WebBook, SRD 69"
Water,366.75,0.96286,"NIST Chemistry WebBook, SRD 69"
Water,366.85,0.96279,"NIST Chemistry WebBook, SRD 69"
Water,366.95,0.96272,"NIST Chemistry WebBook, SRD 69"
Water,367.05,0.96265,"NIST Chemistry WebBook, SRD 69"
Water,367.15,0.96258,"NIST Chemistry WebBook, SRD 69"
Water,367.25,0.96251,"NIST Chemistry WebBook, SRD 69"
Water,367.35,0.96244,"NIST Chemistry WebBook, SRD 69"
Water,367.45,0.96237,"NIST Chemistry WebBook, SRD 69"
Water,367.55,0.9623,"NIST Chemistry WebBook, SRD 69"
Water,367.65,0.96224,"NIST Chemistry WebBook, SRD 69"
Water,367.75,0.96217,"NIST Chemistry WebBook, SRD 69"
Water,367.85,0.9621,"NIST Chemistry WebBook, SRD 69"
Water,367.95,0.96203,"NIST Chemistry WebBook, SRD 69"
Water,368.05,0.96196,"NIST Chemistry WebBook, SRD 69"
Water,368.15,0.96189,"NIST Chemistry WebBook, SRD 69"
Water,368.25,0.96182,"NIST Chemistry WebBook, SRD 69"
Water,368.35,0.96175,"NIST Chemistry WebBook, SRD 69"
Water,368.45,0.96168,"NIST Chemistry WebBook, SRD 69"
Water,368.55,0.96161,"NIST Chemistry WebBook, SRD 69"
Water,368.65,0.96154,"NIST Chemistry WebBook, SRD 69"
Water,368.75,0.96147,"NIST Chemistry WebBook, SRD 69"
Water,368.85,0.9614,"NIST Chemistry WebBook, SRD 69"
Water,368.95,0.96133,"NIST Chemistry WebBook, SRD 69"
Water,369.05,0.96126,"NIST Chemistry WebBook, SRD 69"
Water,369.15,0.96119,"NIST Chemistry WebBook, SRD 69"
Water,369.25,0.96112,"NIST Chemistry WebBook, SRD 69"
Water,369.35,0.96105,"NIST Chemistry WebBook, SRD 69"
Water,369.45,0.96098,"NIST Chemistry WebBook, SRD 69"
Water,369.55,0.96091,"NIST Chemistry WebBook, SRD 69"
Water,369.65,0.96084,"NIST Chemistry WebBook, SRD 69"
Water,369.75,0.96077,"NIST Chemistry WebBook, SRD 69"
Water,369.85,0.9607,"NIST Chemistry WebBook, SRD 69"
Water,369.95,0.96063,"NIST Chemistry WebBook, SRD 69"
Water,370.05,0.96056,"NIST Chemistry WebBook, SRD 69"
Water,370.15,0.96049,"NIST Chemistry WebBook, SRD 69"
Water,370.25,0.96042,"NIST Chemistry WebBook, SRD 69"
Water,370.35,0.96035,"NIST Chemistry WebBook, SRD 69"
Water,370.45,0.96027,"NIST Chemistry WebBook, SRD 69"
Water,370.55,0.9602,"NIST Chemistry WebBook, SRD 69"
Water,370.65,0.96013,"NIST Chemistry WebBook, SRD 69"
Water,370.75,0.96006,"NIST Chemistry WebBook, SRD 69"
Water,370.85,0.95999,"NIST Chemistry WebBook, SRD 69"
Water,370.95,0.95992,"NIST Chemistry WebBook, SRD 69"
Water,371.05,0.95985,"NIST Chemistry WebBook, SRD 69"
Water,371.15,0.95978,"NIST Chemistry WebBook, SRD 69"
Water,371.25,0.95971,"NIST Chemistry WebBook, SRD 69"
Water,371.35,0.95964,"NIST Chemistry WebBook, SRD 69"
Water,371.45,0.95957,"NIST Chemistry WebBook, SRD 69"
Water,371.55,0.95949,"NIST Chemistry WebBook, SRD 69"
Water,371.65,0.95942,"NIST Chemistry WebBook, SRD 69"
Water,371.75,0.95935,"NIST Chemistry WebBook, SRD 69"
Water,371.85,0.95928,"NIST Chemistry WebBook, SRD 69"
Water,371.95,0.95921,"NIST Chemistry WebBook, SRD 69"
Water,372.05,0.95914,"NIST Chemistry WebBook, SRD 69"
Water,372.15,0.95907,"NIST Chemistry WebBook, SRD 69"
Water,372.25,0.95899,"NIST Chemistry WebBook, SRD 69"
Water,372.35,0.95892,"NIST Chemistry WebBook, SRD 69"
Water,372.45,0.95885,"NIST Chemistry WebBook, SRD 69"
Water,372.55,0.95878,"NIST Chemistry WebBook, SRD 69"
Water,372.65,0.95871,"NIST Chemistry WebBook, SRD 69"
Water,372.75,0.95864,"NIST Chemistry WebBook, SRD 69"
Water,372.85,0.95856,"NIST Chemistry WebBook, SRD 69"
Water,372.95,0.95849,"NIST Chemistry WebBook, SRD 69"
Water,373.05,0.95842,"NIST Chemistry WebBook, SRD 69"
Water,373.12,0.95837,"NIST Chemistry WebBook, SRD 69"
tetrachloromethane,285.15,1.6095,10.1021/je60076a006
tetrachloromethane,288.15,1.6037,10.1021/je60076a006
tetrachloromethane,293.15,1.5940,10.1021/je60076a006
tetrachloromethane,298.15,1.5843,10.1021/je60076a006
tetrachloromethane,303.15,1.5746,10.1021/je60076a006
tetrachloromethane,308.15,1.5648,10.1021/je60076a006
tetrachloromethane,298.15,1.5840,10.1021/je980145+
tetrachloromethane,303.15,1.5748,10.1021/je980145+
tetrachloromethane,308.15,1.5650,10.1021/je980145+
tetrachloromethane,298.15,1.5851,10.1021/je00061a008
tetrachloromethane,303.15,1.5749,10.1021/je00061a008
tetrachloromethane,308.15,1.5650,10.1021/je00061a008
tetrachloromethane,313.15,1.5554,10.1021/je00061a008
tert-butanol,308.15,0.77015,10.1016/j.molliq.2012.04.005
tert-butanol,323.15,0.75394,10.1016/j.molliq.2012.04.005
tert-butanol,333.15,0.74270,10.1016/j.molliq.2012.04.005
tert-butanol,348.15,0.72506,10.1016/j.molliq.2012.04.005
tert-butanol,303.15,0.77521,10.1021/je00053a020
tert-butanol,308.15,0.76997,10.1021/je00053a020
tert-butanol,313.15,0.76469,10.1021/je00053a020
tert-butanol,318.15,0.75937,10.1021/je00053a020
tert-butanol,323.15,0.75401,10.1021/je00053a020
tert-butanol,328.15,0.74861,10.1021/je00053a020
tert-butanol,298.15,0.78049,10.1021/je000149q
tert-butanol,303.15,0.77573,10.1021/je000149q
tert-butanol,308.15,0.77020,10.1021/je000149q
tert-butanol,313.15,0.76484,10.1021/je000149q
tert-butanol,318.15,0.75941,10.1021/je000149q
formic acid,298.15,1.2138,10.1021/je000327f
formic acid,303.15,1.2075,10.1021/je000327f
formic acid,308.15,1.2012,10.1021/je000327f
formic acid,313.15,1.1946,10.1021/je000327f
formic acid,298.15,1.2136,10.3891/acta.chem.scand.25-2852
formic acid,303.15,1.208973,10.1080/00319100500074707
formic acid,308.15,1.203002,10.1080/00319100500074707
formic acid,313.15,1.197080,10.1080/00319100500074707
formic acid,318.15,1.191230,10.1080/00319100500074707
formic acid,323.15,1.185442,10.1080/00319100500074707
Chlorobenzene,298.15,1.101,10.1021/je0201828
Chlorobenzene,303.15,1.095,10.1021/je0201828
Chlorobenzene,308.15,1.09,10.1021/je0201828
